id,author_name,role,book_list,book_count
256,"Lawson, Bill",,['Building materials energy and the environment : towards ecologically sustainable development'],1
257,Images Pacific,,['Building professionals of New Zealand 1988 - 1989'],1
258,"Hogan, Janet",,"[""Building Queensland's heritage""]",1
259,National Trust of Queensland,,"[""Building Queensland's heritage""]",1
26,Centre for Health Design,,"[""A Practitioner's guide to evidence based design"", ""Evidence for innovation: transforming children's health through the physical environment""]",2
260,"Lambert, Phyllis",,['Building Seagram'],1
261,"Parlour, Richard Patrick",,['Building services: a guide to integrated design engineering for architects'],1
262,"Schittich, Christian",editor,"['Designing circulation areas', 'Interior spaces : space, light, materials', 'Japan: architecture, constructions, ambiances', 'High-density housing : concepts, planning, construction', 'Cost effective building: economic concepts and constructions', 'Work environments: spatial concepts, usage strategies, communications', 'Building skins : concepts, layers, materials', 'Solar architecture : strategies, visions, concepts', 'Exhibitions and displays: museum design concepts, brand presentation, trade show design', 'Interior surfaces and materials: aesthetics, technology, implementation']",10
263,CSIRO Manufacturing & Infrastructure Technology,,['Building Technology Files'],1
264,"Kramer, Sibylle",,"['Schools: educational spaces', 'Building to  educate: school architecture and design']",2
265,"Kliment, Stephen",,"['Building type basics for retail and mixed-use facilities', 'Building type basics for healthcare facilities']",2
266,"Phillips, Todd",,['Building type basics for justice facilities'],1
267,"Griebel, Michael",,['Building type basics for justice facilities'],1
268,"Watch, Daniel",,['Building type basics for research laboratories'],1
269,"Barr, Vilma",,['Building type basics for retail and mixed-use facilities'],1
27,"Harris, Debra D (et al)",,"[""A Practitioner's guide to evidence based design""]",1
270,Jerde Partnership International,,['Building type basics for retail and mixed-use facilities'],1
271,"Minke, Gernot",,['Building with earth : design and technology of a sustainable architecture'],1
272,"Kaufman, Hermann (et al)",,['Building with timber: paths into the future'],1
273,"Wilkie, George",,['Building your own home: a comprehensive guide for owners and builders'],1
274,"Forsyth, Michael",,"['Buildings for music : the architect, the musician and the listener from the Seventeenth Century to the present day']",1
275,"Appleton, Ian",,['Buildings for the performing arts: a design and development guide'],1
276,"Strelitz, Ziona",,['Buildings that feel good'],1
277,Crowther Blayne & Associates,,"['Buildit, NSW edition 2006']",1
278,"Montero, Marta Iris",,['Burle Marx : the lyrical landscape'],1
279,"Osterwalder, Alexander",,"['Business model generation: a handbook for visionaries, game changers, and challengers']",1
28,"Cook, Margaret",,['A River with a city problem: a history of Brisbane floods'],1
280,"Pigneur, Yves",,"['Business model generation: a handbook for visionaries, game changers, and challengers']",1
281,"Bundy, Alan",editor,"['By design: public library places and spaces in Australia and New Zealand, Sydney 14-15 November 2013 - conference proceedings']",1
282,"Slessor, Catherine",,"['CA: contemporary architecture 1', 'Contemporary staircases']",2
283,"Collins, George R",,['Camillo Sitte : the birth of modern city planning'],1
284,"Riera Ojeda, Oscar",editor,['Campo Baeza: complete works'],1
285,"Hoeger, Kerstin",editor,['Campus and the city: urban design for the knowledge society'],1
286,"Christiannse, Kees",editor,['Campus and the city: urban design for the knowledge society'],1
287,Queensland University of Technology (QUT),,['Campus to country: positioning strategy'],1
288,"O'Brien, Kevin",,"['Our voices II: the de-colonial project', 'Designing with country', 'Campus to country: positioning strategy', 'Our voices: indigeneity and architecture']",4
289,"Wise, Simone",,['Campus to country: positioning strategy'],1
29,"Ford, Alan",,"['A sense of entry: designing the welcoming school', 'Designing the sustainable school']",2
290,Metahaven,,['Can jokes bring down governments?'],1
291,"Reid, Paul",,"[""Canberra following Griffin : a design history of Australia's national capital""]",1
292,"Baker, Keith",,['Canberra Street Lighting Heritage Study'],1
293,"Murray, Lisa",,"['Musical chairs : the quest for a City Recital Hall, Customs House, Angel Place', 'Capitol Theatre restoration']",2
294,"Slesin, Suzanne",,['Caribbean style'],1
295,"Cliff, Stafford",,['Caribbean style'],1
296,"Los, Sergio",,['Carlo Scarpa'],1
297,"Dal Co, Francesco",editor,"['Carlo Scarpa : the complete works', 'Mario Botta : architecture 1960 - 1985']",2
298,"Mazzariol, Giuseppe",,['Carlo Scarpa : the complete works'],1
299,"Murphy, Richard",,['Carlo Scarpa and the Castelvecchio revisted'],1
3,"Beaver, Robyn",editor,"['100 top houses from down under', 'The New 100 houses by 100 architects', ""Another 100 of the world's best houses"", '100 dream houses from down under', ""100 more of the world's best houses""]",5
30,"Bingham-Hall, Patrick",,"['Peter Stutchbury: selected projects', 'HOK Sport + venue + event: 20 years of great architecture', 'Celebrating Sydney 2000 : 100 legacies', 'Monumental irony', 'A short history of Brisbane architecture: including Ipswich and the Sunshine Coast', 'New directions in tropical Asian architecture', 'Olympic architecture : building Sydney 2000', 'Peter Stutchbury: of people and places: between the bush and the beach', 'Austral Eden : 200 years of Australian architecture', 'Sydney Architecture : a guide']",10
300,"Torres, Ana Maria",,['Carme Pinos: an architecture of overlay'],1
301,"Phillips, Barty",,['Carpet style : a comprehensive style by style directory to choosing the right carpet for your home'],1
302,"Hofmann, Rinaldo",editor,['Case da vendere: ready houses'],1
303,"McCoy, Esther",,['Case study houses 1945 - 1962'],1
304,"Smith, Elizabeth",,['Case study houses 1945 - 1966'],1
305,"Gossel, Peter",,['Case study houses 1945 - 1966'],1
306,"Sarkis, Hashim",editor,"[""Case: Le Corbusier's Venice Hospital and the mat building revival""]",1
307,"Rahim, Ali",,['Catalytic formations :  architecture and digital design'],1
308,"Sobti, Manu",editor,['Chandigarh rethink: transforming ruralities &  edge(ness) in global urbanities'],1
309,"Deutschman, Alan",,['Change or die: the three keys to change at work and in life'],1
31,"Ching, Francis D K",,"['Design drawing', 'A Visual dictionary of architecture', 'Interior design illustrated', 'Building construction illustrated', 'Architecture: form, space and order', 'Green building illustrated']",6
310,"Presad, Sunand",editor,"['Changing hospital architecture', 'Essays in sustainable healthcare design']",2
311,"Duffy, Francis",,"['New environments for working : the re-design of offices and environmental systems for new ways of working', 'Responsible workplace : the redesign of work and offices', 'Work and the city', 'Hot open chaotic: workplace of the future - from envisioning to implementation, five recent DEGW papers', 'New office', 'The Responsible work place : the redesign of work and offices', 'Changing workplace', 'Design for change : the architecture of DEGW']",8
312,"Frampton, Kenneth",,"['Riverside Centre, Harry Seidler', 'Le Corbusier: architect of the twentieth century', 'Studies in tectonic culture: the poetics of construction in nineteenth and twentieth century architecture', 'Harry Seidler : four decades of architecture', 'Steven Holl architect', 'The Renzo Piano logbook', 'The Twentieth century American house : masterworks of residential architecture', 'Charles Correa']",8
313,"Correa, Charles",,['Charles Correa'],1
314,"Dewhirst, Dean",,"['From the ground up: 20 stories of a life in architecture', 'Chasing the sky: 20 stories of women in architecture']",2
315,"Hubner, Peter",,['Children make their school'],1
316,"Ceppi, Giulio",,"['Children, spaces, relations: metaproject for an environment for young children']",1
317,Reggio Children,,"['Children, spaces, relations: metaproject for an environment for young children']",1
318,"Dudek, Mark",,"[""Children's spaces"", 'Schools and kindergartens: a design manual']",2
319,"Chillida, Eduardo",,['Chillida 1948-1998'],1
32,"Malkin, Jain",,['A Visual reference for evidence-based design'],1
320,"Trelcat, Sophie",,['Christian de Portzamparc'],1
321,"McGrath, Brian",,"['Cinemetrics: architectural drawing today', 'Digital modelling for urban design']",2
322,"Gardner, Jean",,['Cinemetrics: architectural drawing today'],1
323,"Rogers, Richard",,"['Cities for a small country', 'Cities for a small planet']",2
324,"Power, Ann",,['Cities for a small country'],1
325,"Gehl, Jan",,"['New city spaces', 'New city life', 'Cities for people']",3
326,"Charlesworth, Esther",editor,['City edge : case studies in contemporary urbanism'],1
327,"Kelly, Jane-Frances",,"[""City limits: why Australia's cities are broken and how we can fix them""]",1
328,"Girard, Greg",,['City of darkness revisited'],1
329,"Lambot, Ian",,"['Commerzbank Frankfurt : prototype for an ecological high-rise', 'City of darkness revisited']",2
33,"Saito, Yukaka",,['Aalto: 10 selected houses'],1
330,City of Sydney,,"['Sustainable Sydney 2030: the vision', 'City of Sydney policies and codes']",2
331,"Mossop, Elizabeth",,"['City spaces: art & design', 'Contemporary Australian landscape design']",2
332,"Walton, Paul",,['City spaces: art & design'],1
333,City Tattersalls Club,,['City Tattersalls Club: a history 75 years'],1
334,"Trocme, Suzanne",,"['Classic chic : the ""Little Black Dress"" of interior design']",1
335,"Porphyrios, Demetri",,['Classical architecture'],1
336,"Uffelen, Chris van",,"['Waterscapes: contemporary landscaping', 'Clear glass: creating new perspectives', 'Ecological architecture']",3
337,"Bushe, Gervase",,['Clear leadership: sustaining real collaboration and partnership at work'],1
338,"Dahl, Torben",,['Climate and architecture'],1
339,"Hausladen, Gerhard  (et al)",,['Climate design: solutions for buildings that can do more with less technology'],1
34,"Kerkhove, Ray",,['Aboriginal camp sites of greater Brisbane: an historical guide'],1
340,"Butterworth, Monique",,['Coastal homes of the world'],1
341,"Van Uffelen, Chris",,"['Collection: offices 2010', 'Factory design', 'Skyscrapers', 'Offices']",4
342,"Kramer, Sybylle",,['Colleges and Universities: educational spaces'],1
343,"Thompson, Eric",,['Colonial Australia: nineteenth century buildings revisited'],1
344,"Morrell, Timothy",,['Colonial to contemporary: Queensland College of Art 125 years'],1
345,"Linz, Barbara",,['Colour'],1
346,"Kamphuijs, Hanneke et al",,"['Colour hunting: how colour influences what we buy, make and feel']",1
347,"Linton, Harold",,"['Colour in architecture : design methods for buildings, interiors and urban spaces']",1
348,"Evans, Ian",,"['Colour schemes for old Australian houses', 'Getting the details right: restoring Australian houses 1890s - 1920s']",2
349,"Stapleton, Ian",,"['How to restore the old aussie house', 'Colour schemes for old Australian houses']",2
35,"West, Alan",,['Aboriginal string bags: nets and cordage'],1
350,"Bottura, Roberto",,"['Colour, graphics and architecture']",1
351,"Moor, Andrew",,['Colours of architecture : coloured glass in contemporary buildings'],1
352,"Bootle, Keith R",,['Commercial timbers of New South Wales and their use'],1
353,"Davies, Colin",,['Commerzbank Frankfurt : prototype for an ecological high-rise'],1
354,"Gerbino, Anthony",,['Compass and rule: architecture as mathematical practice in England 1500-1750'],1
355,"Johnston, Stephen",,['Compass and rule: architecture as mathematical practice in England 1500-1750'],1
356,"Staib, Gerald",,"['Components and systems: modular construction: design, structure, technologies']",1
357,"Dorhofer, Andreas",,"['Components and systems: modular construction: design, structure, technologies']",1
358,"Rosenthal, Markus",,"['Components and systems: modular construction: design, structure, technologies']",1
359,"Peters, Brady",,"['Inside smartgeometry: expanding the architectural possibilities of computational design', 'Manufacturing parametric acoustic surfaces', 'Computing the environment: digital design tools for simulation and visualisation of sustainable architecture']",3
36,Museum of Victoria,,['Aboriginal string bags: nets and cordage'],1
360,"Peters, Terri",,['Computing the environment: digital design tools for simulation and visualisation of sustainable architecture'],1
361,"Pyo, Mi young",editor,['Conceptual diagrams: 346 projects of 83 design teams'],1
362,"McGillick, Paul",editor,"['Concrete metal glass: Hijjas Kasturi Associates selected works 1977-2007', 'Falls the shadow: from idea to reality, The National Gallery of Australia']",2
363,Cement & Concrete Association of Australia,,['Concrete panel homes handbook : a guide to the design and detailing of concrete panel construction for housing'],1
364,Wilkhahn,,"['Planning guide for conference and communication environments', 'Conferencing workbook']",2
365,"Englich, Guido",,"[""Conferencing, discussing, learning : interior and specifiers' handbook for communication areas""]",1
366,"Remmers, Burkhard",,"[""Conferencing, discussing, learning : interior and specifiers' handbook for communication areas""]",1
367,"Diffrient, Niels",,['Confessions of a generalist'],1
368,"Lawson, Fred",,"['Hotels and resorts : planning , design and refurbishment', 'Congress, convention & exhibition facilities : planning, design and management']",2
369,"Deplazes, Andrea",editor,"['Constructing architecture : materials, processes, structures, a handbook']",1
37,"Lehmann, Steffen",editor,"['Absolutely public: crossover: art and architecture', 'Back to the city: strategies for informal urban interventions']",2
370,"Zimmermann, Astrid",editor,"['Constructing landscape: materials, techniques, structural components']",1
371,"Ashcroft, Roland",,['Construction for interior designers'],1
372,"Standen, David",,['Construction industry terminology'],1
373,"Hegger, Manfred",,"['Construction materials manual', 'Energy manual: sustainable architecture']",2
374,"Murray, Scott",,['Contemporary curtain wall architecture'],1
375,"Chan, Yenna",,['Contemporary design in detail : sustainable environments'],1
376,Ton Verstegen,editor,['Contemporary Dutch school architecture: a tradition of change'],1
377,"Tianen, Jussi",,['Contemporary Finnish architecture'],1
378,"Pauwels, Wim",,"['Contemporary living', 'Minimal living']",2
379,Randy Deutsch,,['Convergence: the redesign of design'],1
38,"Durbach, Neil  et al",editor,['Abundant: Australian Pavilion 11th International Architecture Exhibition la Biennale di Venezia 2008'],1
380,"Lam, Amanda",,['Convertible houses'],1
381,"Thomas, Amy",,['Convertible houses'],1
382,"Krauel, Jacobo",,['Corporate buildings'],1
383,"Foley, Fiona",editor,['Courting blakness: recalibrating knowledge in the sandstone university'],1
384,"Pfeifer, Gu¨nter",,['Courtyard houses: a housing typology'],1
385,"Brauneck, Per",,['Courtyard houses: a housing typology'],1
386,"Edwards, Brian",,"['Libraries and learning resource centres', 'Green buildings pay', 'Courtyard housing: past, present and future']",3
387,"McDonough, William",,['Cradle to cradle: remaking the way we make things'],1
388,"Braungart, Michael",,['Cradle to cradle: remaking the way we make things'],1
389,"Clements-Croome, D",,['Creating the productive workplace'],1
39,"Fischer, Joachim",editor,"['Medical design', 'Accessible architecture: age and disability-friendly planning and building in the 21st century']",2
390,"Kelley, David",,['Creative confidence: unleashing the creative potential within us all'],1
391,"Kelley, Tom",,"['Ten faces of innovation: strategies for heightening creativity', 'Creative confidence: unleashing the creative potential within us all']",2
392,"Myerson, Jeremy",,"['The Life of work: what office design can learn from the world around us', 'Space to work: new office design', 'New public architecture', 'Creative office']",4
393,"Ross, Philip",,"['Space to work: new office design', 'Creative office']",2
394,"Csikszentmihalyi, Mihaly",,['Creativity: flow and the psychology of discovery and invention'],1
395,"Fuller, Buckminster R",,['Critical path'],1
396,"Beck, Haig",,"['Critiques 1 : papers and projects from the programme of studies for the Master of Architecture examined by design', 'Tract : landscape architects and planners', 'Glenn Murcutt: Silver City Museum Broken Hill', 'Critiques 2 : twelve thesis designs of 1987 fifth year students of the University of Melbourne']",4
397,"Turnbull, Jeff",,"['Critiques 1 : papers and projects from the programme of studies for the Master of Architecture examined by design', 'Critiques 2 : twelve thesis designs of 1987 fifth year students of the University of Melbourne']",2
398,"Crawley, Nic",,['Cross laminated timber: a design stage primer'],1
399,"Saval, Nikil",,['Cubed: a secret history of the workplace'],1
4,"Sigler, Jennifer",editor,"['S,M,L,XL : small, medium, large, extra-large - office for metropolitan architecture - Rem Koolhaas and Bruce Mau', '109 provisional attempts to address six simple and hard questions about what architects do today and where their profession might go tomorrow']",2
40,"Meuser, Philipp",,"['Medical practices: construction and design manual', 'New hospital buildings in Germany', 'Accessible architecture: age and disability-friendly planning and building in the 21st century']",3
400,"Hyde, Olivia",,['Cuttings'],1
401,"Jakovich, Joanne",,['Cuttings'],1
402,"Rivard, Thomas",,['Cuttings'],1
403,"Costa Duran, Sergi",editor,['Cybercafes: surfing interiors'],1
404,"Pascoe, Bruce",,['Dark emu: Aboriginal Australia and the birth of agriculture'],1
405,"Hill, Dan",,['Dark matter and Trojan horses: a strategic design vocabulary'],1
406,"Carter, Paul",,"['Dark writing: geography, performance, design']",1
407,"Klanten, Robert",,"['Dreamscapes and artifical architecture: imagined interior design in digital art', 'Tactile: high touch visuals', 'Space craft: fleeting architecture and hideouts', 'Data flow: visualising information in graphic design', 'Illusive 2: contemporary illustration and its context', 'Space craft 2: more fleeting architecture and hideouts']",6
408,"Deutsch, Randy",,"['Superusers: design technology specialists and the future of practice', 'Data-driven design and construction : 25 strategies for capturing, analyzing, and applying building data']",2
409,"Reinhart, Christoph",,"['Daylighting handbook 1: fundamentals, designing with the sun']",1
41,Sydney City Council,,"['Sydney on foot : the urban ecology of pedestrian circulation', 'Draft Central Sydney Local Environmental Plan 1996 / Draft Central Sydney Development Control Plan 1996', 'City of Sydney policies and codes', 'Accessible city : an integrated transport strategy for Central Sydney']",4
410,"Fernandez Per, Aurora",,"['Density: new collective housing', 'Dbook : density, data, diagrams,dwellings: a visual analysis of 64 collective housing projects']",2
411,Australian Council of Professions,,['Dealing with risk : managing expectations'],1
412,"Lencioni, Patrick",,"['Overcoming the  five dysfunctions of a team: a field guide for leaders, managers, and facilitators', 'The Ideal team player - how to recognize and cultivate the three essential virtue: a leadership fable', 'The Advantage: why organizational health trumps everything else in business', 'Death by meeting: a leadership fable about solving the most painful problem in business', 'The Five dysfunctions of a team: a leadership fable']",5
413,"Offenhuber, Dietmar",editor,['Decoding the city: urbanism in the age of big data'],1
414,"Ratti, Carlo",,"['Decoding the city: urbanism in the age of big data', 'The City of tomorrow: sensors, networks, hackers, and the future of urban life', 'Open-source architecture']",3
415,Queensland. Environmental Protection Agency. Cultural Heritage Branch,,['Defining boundaries: an illustrated guide: a guide to determining boundaries for places entered in the Queensland Heritage Register'],1
416,"Koolhaus, Rem",,"['Delirious New York: a retroactive manifesto for Manhattan', 'S,M,L,XL : small, medium, large, extra-large - office for metropolitan architecture - Rem Koolhaas and Bruce Mau']",2
417,"Mozas, Javier",,['Density: new collective housing'],1
418,"Dilani, Alan",,"['Design & health : the theraputic benefits of design', 'Design & health IV : future trends in healthcare design', 'Design & health III : health promotion through environmental design']",3
419,"Thackara, John",,['Design after modernism: beyond the object'],1
42,Australian College of Operating Room Nurses (ACORN),,['ACORN Standards for perioperative nursing 2010 - 2011'],1
420,"Mayer, Leonard",,['Design and planning of research and clinical laboratory facilities'],1
421,"Van Schaik, Leon",,"['Mastering architecture : becoming a creative innovator in practice', 'Design city Melbourne', 'Volume : John Wardle Architects']",3
422,"Leibrock, Cynthia",,"[""Design details for health : making the most of interior design's healing potential""]",1
423,"Juroszek, Steven",,['Design drawing'],1
424,"Tilder, Lisa_x000D_
Blostein, Beth",,['Design ecologies: essays on the nature of design'],1
425,"Lawson, Bryan",,['Design expertise'],1
426,"Dorst, Kees",,['Design expertise'],1
427,"Anderzhon, Jeffrey (et al)",,"['Design for aging: international case studies of building and program', 'Design for aging post-occupancy evaluations']",2
428,American Institute of Architects (AIA),,"['Design for aging review 13: 25th Anniversary', 'Design for aging review 2012', 'Guidelines for design and construction of health care facilities', 'Design for aging post-occupancy evaluations']",4
429,DEGW,,"['Hot open chaotic: workplace of the future - from envisioning to implementation, five recent DEGW papers', 'Design for change : the architecture of DEGW', 'Responsible workplace : the redesign of work and offices']",3
43,"Mommertz, Eckard",,"['Acoustics and sound insulation: principles, planning, examples']",1
430,"Shepley, Mardelle McCuskey",,['Design for mental and behavioural health'],1
431,"Pasha, Samira",,['Design for mental and behavioural health'],1
432,"Manuelli, Sara",,['Design for shopping: new retail interiors'],1
433,"Fry, Tony",,"['Design futuring: sustainability, ethics and new practice']",1
434,Randwick City Council,,['Design ideas for rejuvenating residential flat buildings'],1
435,"Johnson, Roger",,['Design in balance : designing the national area of Canberra 1968-72'],1
436,"Craswell, Penny",,"['Design lives here: Australian interiors, furniture and lighting']",1
437,"McDermott, Catherine",,['Design museum: contemporary design: 1900 to date'],1
438,"Paix, D",,['Design of buildings for daylighting'],1
439,Parramatta City Council,,['Design Parramatta: new ideas to shape the city'],1
44,"Hatherley, Owen",,['Across the plaza: the public voids of the post-Soviet city'],1
440,"Willis, Anne-Marie",editor,['Design philosophy reader'],1
441,"Fraser, Murray",editor,['Design research in architecture: an overview'],1
442,"Carpman, Janet",,['Design that cares : planning health facilities for patients and visitors'],1
443,"Grant, Myron",,['Design that cares : planning health facilities for patients and visitors'],1
444,"McHarg, Ian L",,['Design with nature'],1
445,"Page, Alison",,['Design: building on country'],1
446,"Memmott, Paul",editor,"['Take 2: housing design in indigenous Australia', 'Gunyah, goondie + wurley: the Aboriginal architecture of Australia', 'Design: building on country']",3
447,"Judd, Bruce",,"['Designed for urban living : recent medium-density group housing in Australia', 'Medium density housing in Australia']",2
448,"Fajardo, Julio",editor,"['Kindergartens, schools and playgrounds', 'Designer apartments']",2
449,"Schenk, Leonhard",,"['Designing cities: basics, principles, projects']",1
45,Steelcase,,"['Active learening spaces', 'Engagement and the global workplace']",2
450,Essex City Council,,"['Designing for pedestrians : a guide to good practice', 'Designing for cyclists : a guide to good practice']",2
451,"Crafti, Peter",,['Designing for success : the office'],1
452,"Pelsmakers, Sofie et al",,['Designing for the climate emergency: a guide for architecture students'],1
453,"Goodwin, Kim",,['Designing for the digital age: how to create human-centered products and services'],1
454,"Farrelly, Lorraine",editor,"[""Designing for the third age: architecture redefined for a generation of 'Active Agers'""]",1
455,"Komiske, Bruce King",editor,"[""Designing the world's best : children's hospitals  - the future of healing environments""]",1
456,BVN,,"['Welcome to the new Marrickville Library', 'Powerhouse precinct Parramatta', 'SR2 Systems Reef 2.0: inspired by nature, shaped for air, designed for change', 'Designing with country', 'New terminal complex: architectural design brief']",5
457,"Hyatt, Jennifer",,"['Designing with glass: great glass buildings 50 modern classics', 'Games show Australia 2000']",2
458,"Meyers, Victoria",,['Designing with light'],1
459,"Wo¨hrle, Regine Ellen",,['Designing with plants'],1
46,"Kerr, John Semple",,"['Sydney Opera House', 'Sydney Observatory : a conservation plan for the site and its structures', 'Fort Denison : an investigation for the Maritime Services Board of NSW', 'Conservation plan : a guide to the preparation of conservation plans for places of European cultural signifigance', 'Admiralty House : a plan prepared for the Department of Housing and Construction']",5
460,"Wo¨hrle, Hans-Jo¨rg",,['Designing with plants'],1
461,"Richards, Peter",,"['Designthinkingdrawing: ideas and techniques on how to design, think and draw urbanism and architecture']",1
462,"Dempsey, Amy",,['Destination art'],1
463,"McLeod, Virginia",,"['Detail in contemporary timber architecture', 'Detail in contemporary residential architecture', 'Encyclopedia of detail in contemporary residential architecture']",3
464,"Bonaldi, Rico J",,['Detailing for water: why do buildings leak?'],1
465,National Precast Concrete Association Australia,,"['Precast concrete handbook', 'Details for buildings', 'Recommended practice: precast concrete sandwich panels']",3
466,"Pegrum, Roger",,['Details in Australian architecture Volume 2'],1
467,"Killory, Christine",,['Details in contemporary architecture'],1
468,"Davids, Rene",,['Details in contemporary architecture'],1
469,"Ford, Edward",,['Details of modern architecture'],1
47,"Baer, Morley",,['Adobes in the sun'],1
470,"Fairs, Marcus",editor,['Dezeen book of ideas'],1
471,NHS Estates,,"['Diagnostic and treatment centres : ACAD, Central Middlesex Hospital, an evaluation']",1
472,"Conklin, Jeffrey",,['Dialogue mapping: building shared understanding of wicked problems'],1
473,"Nicolin, Pierluigi",,"[""Dictionary of today's landscape designers"", 'Mario Botta : buildings and projects 1961 - 1982']",2
474,"Repishti, Francesco",,"[""Dictionary of today's landscape designers""]",1
475,"Spiller, Neil",,['Digital architecture now : a global survey of emerging talent'],1
476,"Horan, Thomas A",,['Digital places: building our city of bits'],1
477,"Hauschild, Moritz",,['Digital processes: planning design production'],1
478,"Karzel, Rudiger",,['Digital processes: planning design production'],1
479,"Lamere, Joel",editor,['Disciplines and disruption'],1
48,"Fink, Augusta",,['Adobes in the sun'],1
480,"Simon, Vyv",,"['Dishonoured games : corruption , money and greed at the Olympics']",1
481,"Jennings, Andrew",,"['Dishonoured games : corruption , money and greed at the Olympics']",1
482,"Harrison, Andrew",editor,['Distributed workplace : sustainable work environments'],1
483,"Tchao, Julie",,"['Glossary of document control terms: over a hundred document control definitions', 'Document control recommended practice']",2
484,"Woldendorp, Richard",,['Down to earth : Australian landscapes'],1
485,"Winton, Tim",,['Down to earth : Australian landscapes'],1
486,"Du, Peng",,['Downtown high rise versus suburban low rise living: a plot survey on urban sustainability'],1
487,"Hawken, Paul",,['Drawdown: the most comprehensive plan ever proposed to roll back global warming'],1
488,"Ryan, Daniel  et al",editor,['Drawing climate: visualising invisible elements of architecture'],1
489,"Plunkett, Drew",,['Drawing for interior design'],1
49,"Cold, Birgit",editor,"['Aesthetics, well-being and health : essays within architecture and environmental aesthetics']",1
490,"Cook, Peter",,['Drawing: the motive force of architecture'],1
491,"Pink, Daniel H",,['Drive: the surprising truth about what motivates us'],1
492,"Luebkeman, Chris",,['Drivers of change'],1
493,Architectural Association (Great Britain),,['DRL ten : a design research compendium'],1
494,"Verebes, Tom",,['DRL ten : a design research compendium'],1
495,"Hendriks, F",,['Durable and sustainable construction materials'],1
496,"Margalit, Harry",,['Durbach Block'],1
497,"Fitzgerald, Shirley",,"['East Circular Quay 1788 - 1998', 'Pyrmont & Ultimo : under siege']",2
498,"Wolverton, B C",,['Eco-friendly houseplants : 50 indoor plants that purify the air in homes and offices'],1
499,"Rich, Sarah",,['Ecological houses'],1
5,"Cornwall, Jennifer",,"[""125 Years of care : the Children's Hospital at Westmead""]",1
50,"Bahamon, Alejandro",,"['African interior design', 'Ultimate landscape design']",2
500,"Preuss, Holger",,['Economics of staging the Olympics : a comparison of the games 1972-2008'],1
501,"Bromberek, Zbigniew",,['Eco-resorts: planning and design for the tropics'],1
502,"McGuirk, Justin",,['Edge city: driving the periphery of Sao Paulo'],1
503,"Trigueiros, Luiz",,['Eduardo Souto Moura'],1
504,"Toy, Maggie",,['Educating architects'],1
505,"Donaldson, Ross",,['Education futures'],1
506,"Yee, Roger",,"['Educational environments No 2', 'Educational environments']",2
507,"Merkel, Jayne",,['Eero Saarinen'],1
508,"Woodbury, Robert",,['Elements of parametric design'],1
509,"Huddy, Jon",,['Emergency department design: a practical guide to planning for the future'],1
51,"Guibourge, Stephane",,[],0
510,"Goleman, Daniel",,"['Emotional intelligence : why it can matter more than IQ', 'Primal leadership: realizing the power of emotional intelligence']",2
511,"Burdett, Ricky",,"[""Living in the endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]"", ""Endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]""]",2
512,Deutsche Bank's Alfred Herrhausen Society,,"[""Living in the endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]"", ""Endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]""]",2
513,London School of Economics and Political Science,,"[""Living in the endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]"", ""Endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]""]",2
514,"Sudjic, Deyan",,"[""Living in the endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]"", ""Endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]"", 'John Pawson: works']",3
515,Urban Age Project,,"[""Living in the endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]"", ""Endless city [the Urban Age Project by the London School of Economics and Deutsche Bank's Alfred Herrhausen Society]""]",2
516,Australia. Department of Environment and Water Resources,,['Energy efficiency in government operations (EEGO) policy'],1
517,"Fuchs, Matthias",,['Energy manual: sustainable architecture'],1
518,"Stark, Thomas",,['Energy manual: sustainable architecture'],1
519,"Zeumer, Martin",,['Energy manual: sustainable architecture'],1
52,"Mateo, Jose Luis",,['After crisis: contemporary architectural conditions'],1
520,"Kimpian, Judit",,['Energy people buildings: making sustainable architecture work'],1
521,"Hartman, Hattie",,['Energy people buildings: making sustainable architecture work'],1
522,"Pelsmakers, Sofie",,['Energy people buildings: making sustainable architecture work'],1
523,"Miralles, Benedetta Tagliabue",,['Enric Miralles : works and projects - 1975 - 1995'],1
524,"Tufte, Edward",,"['Envisioning information', 'The visual display of quantitative information']",2
525,"Capon, Anthony",editor,['Essays in healthy city design'],1
526,"Sheppard, Mark",,['Essentials of urban design'],1
527,"Cranz, Galen",,"['Ethnography for designers', 'The chair: rethinking culture, body, and design']",2
528,Great Britain. Health and Safety Executive,,"['Event safety guide : a guide to health, safety and welfare at music and similar events']",1
529,National Associaltion of Children's Hospitals and Related Institutions (NACHRI),,"[""Evidence for innovation: transforming children's health through the physical environment""]",1
53,"Ivanisin, Krunoslav",,['After crisis: contemporary architectural conditions'],1
530,"Cama, Rosalyn",,['Evidence-based healthcare design'],1
